0	1
1	0
2	0
3	1
4	1
5	0
6	1
7	1
8	0
9	1
10	0
11	1
12	0
13	0
14	1
15	1
16	0
17	1
18	0
19	0
20	0
21	0
22	0
23	0
24	1
25	1
26	1
27	0
28	1
29	1
30	1
31	0
32	0
33	0
34	1
35	0
36	0
37	1
38	1
39	1
40	1
41	0
42	1
43	0
44	0
45	1
46	1
47	0
48	0
49	0
50	1
51	1
52	0
53	1
54	0
55	0
56	1
57	1
58	1
59	1
60	0
61	0
62	1
63	0
64	1
65	0
66	0
67	1
68	1
69	0
70	1
71	1
72	0
73	0
74	0
75	0
76	0
77	1
78	0
79	1
80	0
81	1
82	0
83	0
84	1
85	0
86	0
87	1
88	0
89	0
90	0
91	1
92	1
93	0
94	0
95	0
96	0
97	0
98	1
99	1
100	1
101	0
102	1
103	1
104	0
105	1
106	1
107	0
108	0
109	1
110	1
111	1
112	0
113	1
114	1
115	0
116	1
117	1
118	0
119	1
120	0
121	0
122	1
123	1
124	0
125	1
126	1
127	0
128	1
129	1
130	0
131	1
132	1
133	1
134	1
135	0
136	0
137	0
138	1
139	0
140	0
141	1
142	0
143	1
144	1
145	0
146	1
147	0
148	0
149	1
150	1
151	1
152	0
153	0
154	1
155	0
156	0
157	0
158	0
159	1
160	1
161	1
162	0
163	0
164	0
165	1
166	0
167	0
168	1
169	0
170	1
171	1
172	1
173	0
174	1
175	1
176	0
177	1
178	0
179	1
180	1
181	1
182	1
183	0
184	1
185	0
186	1
187	0
188	1
189	1
190	0
191	0
192	0
193	0
194	0
195	1
196	1
197	0
198	1
199	1
