0	0
1	1
2	0
3	1
4	0
5	1
6	1
7	1
8	1
9	1
10	1
11	0
12	0
13	1
14	1
15	1
16	0
17	0
18	1
19	0
20	0
21	1
22	0
23	1
24	1
25	0
26	1
27	1
28	1
29	1
30	1
31	0
32	1
33	1
34	1
35	0
36	1
37	0
38	0
39	0
40	0
41	0
42	1
43	0
44	0
45	0
46	0
47	1
48	0
49	0
50	0
51	0
52	1
53	0
54	0
55	0
56	1
57	1
58	1
59	0
60	0
61	1
62	0
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	0
71	0
72	0
73	1
74	0
75	1
76	0
77	1
78	1
79	1
80	1
81	0
82	0
83	0
84	1
85	1
86	0
87	0
88	1
89	1
90	1
91	1
92	1
93	0
94	0
95	1
96	1
97	0
98	0
99	1
100	1
101	1
102	0
103	1
104	0
105	1
106	0
107	0
108	1
109	1
110	1
111	0
112	1
113	1
114	0
115	1
116	1
117	0
118	1
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	1
127	0
128	0
129	1
130	1
131	1
132	0
133	0
134	1
135	1
136	0
137	1
138	1
139	1
140	0
141	0
142	1
143	0
144	1
145	1
146	1
147	1
148	0
149	0
150	1
151	0
152	1
153	0
154	1
155	0
156	0
157	1
158	0
159	0
160	1
161	1
162	1
163	0
164	1
165	1
166	0
167	1
168	1
169	1
170	1
171	0
172	1
173	0
174	1
175	0
176	1
177	0
178	1
179	1
180	0
181	0
182	1
183	0
184	0
185	1
186	1
187	0
188	0
189	0
190	0
191	0
192	1
193	1
194	1
195	1
196	0
197	0
198	0
199	0
200	1
201	1
202	1
203	1
204	1
205	0
206	1
207	0
208	1
209	0
210	0
211	0
212	0
213	0
214	0
215	1
216	1
217	1
218	0
219	1
220	1
221	1
222	0
223	1
224	1
225	1
226	0
227	0
228	1
229	0
230	1
231	1
232	1
233	0
234	1
235	1
236	0
237	0
238	1
239	0
240	0
241	0
242	1
243	0
244	0
245	1
246	1
247	1
248	1
249	0
250	1
251	1
252	1
253	1
254	1
255	0
256	0
257	1
258	0
259	1
260	0
261	0
262	1
263	0
264	1
265	1
266	1
267	1
268	1
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	1
278	0
279	1
280	1
281	0
282	0
283	0
284	0
285	1
286	0
287	0
288	1
289	0
290	1
291	1
292	0
293	0
294	0
295	1
296	0
297	1
298	1
299	1
300	0
301	1
302	1
303	1
304	0
305	1
306	0
307	0
308	1
309	1
310	0
311	0
312	1
313	1
314	0
315	0
316	1
317	1
318	1
319	1
320	1
321	1
322	1
323	0
324	1
325	0
326	0
327	0
328	1
329	0
330	1
331	0
332	0
333	0
334	0
335	0
336	1
337	0
338	0
339	0
340	0
341	0
342	0
343	1
344	1
345	1
346	1
347	1
348	1
349	1
350	0
351	1
352	0
353	1
354	1
355	0
356	1
357	0
358	1
359	0
360	1
361	0
362	1
363	1
364	1
365	0
366	1
367	0
368	0
369	0
370	0
371	1
372	1
373	1
374	1
375	1
376	0
377	1
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	1
387	1
388	1
389	0
390	1
391	1
392	0
393	0
394	0
395	0
396	0
397	1
398	0
399	0
400	0
401	1
402	0
403	0
404	1
405	1
406	0
407	0
408	0
409	1
410	0
411	1
412	0
413	1
414	1
415	0
416	1
417	0
418	1
419	1
420	0
421	0
422	0
423	0
424	0
425	0
426	1
427	1
428	1
429	1
430	0
431	0
432	1
433	0
434	1
435	0
436	0
437	1
438	0
439	0
440	1
441	1
442	0
443	1
444	0
445	0
446	1
447	0
448	1
449	0
450	0
451	0
452	1
453	0
454	0
455	1
456	0
457	1
458	0
459	1
460	0
461	0
462	0
463	1
464	1
465	1
466	0
467	0
468	0
469	0
470	0
471	1
472	1
473	1
474	1
475	1
476	0
477	1
478	1
479	1
480	0
481	0
482	0
483	1
484	1
485	0
486	0
487	1
488	0
489	0
490	1
491	0
492	1
493	0
494	1
495	1
496	0
497	1
498	0
499	0
500	1
501	1
502	1
503	0
504	1
505	1
506	0
507	0
508	1
509	1
510	1
511	0
512	1
513	0
514	1
515	1
516	0
517	0
518	0
519	0
520	0
521	0
522	1
523	0
524	0
525	1
526	1
527	1
528	1
529	0
530	1
531	1
532	1
533	1
534	0
535	0
536	1
537	1
538	1
539	1
540	0
541	1
542	1
543	1
544	0
545	0
546	1
547	1
548	1
549	1
550	0
551	0
552	1
553	0
554	0
555	0
556	1
557	1
558	1
559	0
560	0
561	0
562	0
563	0
564	1
565	0
566	1
567	0
568	1
569	1
570	1
571	1
572	1
573	1
574	0
575	0
576	1
577	1
578	1
579	0
580	1
581	1
582	0
583	0
584	0
585	0
586	1
587	0
588	0
589	1
590	1
591	1
592	1
593	0
594	0
595	0
596	1
597	0
598	0
599	1
600	0
601	1
602	1
603	0
604	0
605	1
606	0
607	1
608	0
609	0
610	0
611	0
612	0
613	0
614	1
615	0
616	1
617	0
618	1
619	0
620	1
621	0
622	1
623	0
624	0
625	0
626	0
627	0
628	1
629	1
630	1
631	1
632	1
633	0
634	0
635	1
636	1
637	0
638	0
639	1
640	0
641	0
642	0
643	1
644	0
645	0
646	1
647	1
648	0
649	1
650	1
651	0
652	1
653	1
654	0
655	0
656	0
657	1
658	0
659	1
660	0
661	0
662	0
663	0
664	1
665	1
666	1
667	1
668	0
669	0
670	0
671	1
672	1
673	0
674	0
675	1
676	1
677	0
678	1
679	1
680	1
681	1
682	0
683	0
684	1
685	1
686	0
687	1
688	0
689	1
690	0
691	0
692	1
693	0
694	1
695	0
696	0
697	1
698	0
699	1
700	0
701	1
702	0
703	1
704	0
705	1
706	1
707	0
708	0
709	0
710	1
711	0
712	0
713	0
714	1
715	1
716	0
717	0
718	1
719	1
720	0
721	1
722	0
723	0
724	1
725	0
726	0
727	0
728	0
729	0
730	1
731	1
732	1
733	0
734	1
735	1
736	0
737	0
738	1
739	0
740	1
741	0
742	1
743	1
744	1
745	1
746	0
747	1
748	0
749	1
750	0
751	1
752	0
753	0
754	0
755	0
756	1
757	0
758	1
759	0
760	0
761	0
762	1
763	1
764	0
765	1
766	0
767	0
768	1
769	1
770	1
771	0
772	0
773	0
774	1
775	0
776	1
777	1
778	0
779	0
780	0
781	0
782	0
783	1
784	0
785	0
786	1
787	1
788	1
789	1
790	0
791	1
792	1
793	0
794	1
795	0
796	1
797	1
798	1
799	1
