3.18,19.79,1.34,2.84,3.48,2.50,1.15,15.17,2.02,6.24,2.50,4.25,3.82,19.45,3.82,3.48,3.57,1.19,1.15,1.15,1.63,12.50,6.63,1.19,2.50,12.12,18.82,13.86,20.13,3.57,13.14,6.92,1.92,18.82,16.05,15.95,1.83,2.60,2.60,2.60,2.89,1.87,1.97,1.92,3.86,4.74,14.79,10.90,14.93,15.13,2.31,3.86,14.20,19.30,6.44,11.92,1.87,1.58,13.82,2.36,19.59,14.59,4.16,1.97,13.82,9.64,1.92,19.30,16.68,6.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.58,0.00,0.00,0.00,3.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.82,0.00,0.00,0.00,0.00,0.00,5.37,0.00,0.00,0.00
15.08,10.71,17.36,15.37,8.62,1.34,10.27,5.66,19.88,20.22,17.75,19.64,15.42,18.43,15.56,10.03,15.66,10.32,14.30,9.79,11.87,19.64,19.35,20.17,11.05,18.57,15.71,11.87,10.61,17.99,17.50,10.08,18.14,20.03,9.20,11.73,18.09,14.40,10.13,18.91,18.82,7.17,19.64,19.98,6.68,7.80,6.10,10.08,9.54,14.64,14.16,20.03,11.97,9.69,4.50,7.80,19.64,8.86,11.10,20.03,4.30,7.65,1.97,15.47,15.08,7.17,19.74,12.12,11.78,18.52,6.00,13.77,19.30,18.77,18.33,17.21,18.72,19.98,19.64,19.20,14.93,15.85,15.85,17.07,19.98,15.51,10.95,14.69,15.56,11.58,13.82,6.05,10.71,18.86,10.81,8.86,14.06,11.34,6.68,12.07
0.00,0.00,0.00,0.00,20.03,20.27,20.03,20.27,0.00,0.00,18.33,18.57,20.37,17.17,4.64,4.11,3.14,20.03,20.03,20.03,18.28,0.00,19.25,0.00,0.00,18.48,18.28,18.28,19.93,0.00,17.17,18.28,0.00,0.00,19.98,18.33,0.00,17.17,20.08,18.33,18.52,20.27,20.27,0.00,20.27,0.00,17.17,18.33,20.08,18.28,0.00,0.00,18.28,18.33,0.00,18.23,0.00,0.00,0.00,20.27,17.46,18.28,0.00,0.00,18.04,18.28,0.00,18.28,19.25,0.00,0.00,0.00,0.00,0.00,0.00,19.93,0.00,0.00,0.00,20.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.03,0.00,0.00,0.00,20.08,0.00,0.00,0.00,0.00,0.00,0.00
0.00,19.35,0.00,0.00,12.80,19.16,8.18,17.21,0.00,12.84,18.33,17.60,17.31,19.11,3.77,4.35,12.17,4.40,7.36,8.91,16.34,0.00,0.00,0.00,0.00,13.91,14.93,17.75,17.60,0.00,17.65,4.88,0.00,18.57,17.21,17.65,0.00,2.70,18.18,13.82,0.00,12.55,0.00,0.00,0.00,17.84,17.84,7.02,17.99,14.45,0.00,17.94,12.55,18.67,0.00,17.55,0.00,0.00,0.00,0.00,11.00,7.31,0.00,0.00,18.82,11.24,0.00,18.28,8.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.63,0.00,0.00,8.67,0.00,0.00,0.00,0.00,0.00,11.53,0.00,0.00,0.00,0.00,0.00,0.00
19.50,15.61,6.83,5.61,12.36,12.60,18.04,15.61,10.56,16.73,19.25,17.84,7.07,18.23,8.67,1.34,13.72,9.64,13.57,15.51,19.20,17.12,19.30,9.74,18.77,12.89,9.83,16.68,19.45,15.61,19.06,1.53,18.28,16.68,13.48,14.20,9.74,17.80,15.51,13.48,11.34,17.84,11.19,2.26,16.24,17.31,19.06,12.26,15.51,10.95,15.42,14.06,19.93,18.82,12.75,19.11,2.94,1.83,15.95,14.35,18.38,17.17,15.71,8.72,18.38,15.56,18.14,15.22,14.01,14.83,0.00,0.00,0.00,0.00,0.00,0.00,15.13,0.00,0.00,0.00,16.24,16.92,11.87,18.28,14.93,10.37,17.31,15.71,13.82,13.96,16.19,16.58,15.27,16.19,16.73,12.55,14.11,17.55,12.80,12.60
4.83,7.46,11.44,2.50,3.91,6.68,2.31,10.13,4.35,9.20,4.20,5.27,6.00,2.41,11.49,2.07,7.31,8.82,8.72,4.88,7.99,10.42,8.62,3.23,8.77,8.72,5.76,5.47,10.32,4.06,7.07,10.66,4.40,5.51,9.45,10.51,4.79,2.94,5.61,3.96,2.17,3.09,12.07,9.11,4.64,6.78,1.73,1.19,3.18,10.37,4.69,3.52,4.93,7.55,7.80,11.53,1.73,1.44,5.51,9.88,4.35,8.14,6.39,1.58,3.09,1.19,1.58,2.02,9.06,4.01,1.34,5.81,6.00,6.58,3.72,4.50,6.68,4.06,1.15,11.73,4.79,8.14,3.38,4.88,10.71,9.59,7.07,9.06,5.32,6.29,7.46,4.11,10.32,8.04,8.82,7.65,11.05,1.92,5.95,7.55
0.00,0.00,0.00,0.00,19.59,1.15,18.72,19.79,0.00,0.00,15.27,18.62,4.74,13.96,17.07,7.50,8.91,17.17,16.15,15.42,16.63,13.43,0.00,0.00,15.13,18.09,18.33,18.18,11.92,0.00,16.15,16.87,0.00,0.00,18.96,14.79,0.00,12.55,0.00,14.11,17.26,0.00,0.00,0.00,17.99,14.20,0.00,18.33,15.71,14.54,0.00,13.28,19.50,20.22,0.00,19.16,0.00,0.00,0.00,0.00,9.50,16.78,0.00,0.00,19.93,19.50,0.00,13.43,18.48,0.00,0.00,16.97,17.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,0.00
17.84,14.16,20.17,4.79,2.84,9.30,20.27,12.41,5.81,6.58,19.20,3.14,4.06,3.04,11.29,1.10,3.91,3.82,12.02,10.71,6.29,3.57,12.12,2.75,14.79,11.10,14.45,7.55,18.57,6.83,10.56,20.27,16.83,7.60,5.56,12.60,3.86,14.01,4.93,16.68,4.54,6.58,2.02,11.53,9.74,6.58,2.07,19.93,10.90,18.43,6.49,3.62,15.17,1.97,8.86,12.31,5.32,1.92,4.79,13.48,7.80,4.88,8.09,1.78,8.38,3.67,7.75,6.78,1.19,8.91,1.10,7.21,11.49,3.14,1.15,12.80,6.83,8.62,1.87,2.12,14.54,6.44,5.56,5.03,1.10,10.66,6.87,10.90,10.76,3.04,18.23,9.88,10.90,5.32,7.84,7.65,13.14,10.95,12.31,11.00
7.21,7.46,1.58,4.11,2.26,10.71,5.71,2.07,3.14,9.40,8.09,10.71,6.15,10.51,2.26,4.01,2.26,8.09,7.65,10.71,14.98,9.40,10.71,12.21,14.79,13.91,15.85,13.28,11.97,10.71,17.36,11.53,10.71,15.66,14.35,11.97,7.89,9.16,15.42,6.58,9.59,12.41,5.66,4.01,12.41,16.10,12.84,10.71,11.53,10.71,4.01,7.46,17.36,12.84,14.35,10.71,10.71,5.71,4.11,5.71,12.21,16.53,12.41,4.50,15.85,15.85,13.62,12.41,17.36,12.41,6.24,15.17,8.96,4.69,10.71,10.71,11.78,10.71,10.71,10.71,10.71,7.80,10.71,7.80,7.60,10.71,10.71,16.73,15.56,8.77,15.37,10.71,15.17,10.71,10.71,10.71,10.71,10.71,7.60,6.05
14.01,16.15,16.15,14.01,17.41,16.15,19.93,13.52,14.01,19.16,16.53,17.02,15.47,16.44,6.34,10.03,10.56,12.55,11.49,15.37,16.44,16.24,17.60,14.01,17.02,17.80,13.91,16.15,14.50,16.15,17.60,10.90,14.11,17.50,20.22,18.86,14.01,17.50,14.01,18.67,17.60,16.15,14.01,15.27,17.80,17.80,20.22,16.73,16.44,15.85,14.11,16.15,17.99,13.52,14.11,14.20,13.43,15.85,14.11,14.01,15.08,17.70,17.80,14.11,15.08,15.37,14.01,20.13,15.66,14.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.56,0.00,0.00,0.00,0.00,0.00,0.00,15.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
